YYYYMM	filename	observation_id	cover_photo
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	placeholder	0
202512	p8164412	6727784
202512	p8164322	6727756
202512	p8164258	6727767
202601	P1210046	197216916
202601	P1210181	197229939
202601	P1210191	197229950
202601	P1210220	197230077
202601	P1210320	197230195
202601	P1230043	253852510
202601	P1230064	197441528
202601	P1230070	197671124
202601	P1230130	197374651
202601	P1230139	197374655
202601	P1230165	197374667
202601	P1230203	197441473
202601	P1230223	197441482
202601	P1230233	197441493
202601	P1230245	197441500
202601	P1230268	197441510
202601	P1230305	197441529
202601	P1230360	197449012	cover
202601	P1230374	197449017
202601	P1230398	197449023
202601	P1230515	197449085
202601	P1250008	197671078
202601	P1250026	197671094
202601	P1250037	197765784
202601	P1250087	197765806
202601	P1250097	197765809
202601	P1250102	197765864
202601	P1250122	197765829
202601	P1250142	197679332
202601	P1250215	197765888
202601	P1250263	197679413
202602	IMG_8591	149641779
202602	IMG_8477	149640464
202602	IMG_8508	149641766	
202602	IMG_8518	149641771	
202602	IMG_8624	149640485	
202602	IMG_8705	149640503	
202602	IMG_8540	149643539
202602	IMG_8531	149643537
202602	IMG_7742	149317339
202602	IMG_7768	149317343
202602	IMG_8700	149642499
202602	IMG_8440	149642479
202602	IMG_8772	149641803
202602	IMG_6284	148176405
202602	IMG_5699	147877427
202602	IMG_8814	149823164
202602	IMG_6614	148251142
202602	IMG_8801	149823125
202602	IMG_8858	149823123
202602	IMG_6565	148250915
202602	IMG_8157	149546691	cover
202602	stack_01	146895004
202602	IMG_8687	149643583
202602	IMG_8715	149643586
202602	IMG_8686	149643569
202602	IMG_3530	146808336
202602	IMG_4797	147394193
202602	IMG_4238	147108216
202602	IMG_6044	149612276
202603	IMG_1279	151725821
202603	IMG_1233	151725794
202603	IMG_1238	151725785
202603	IMG_0909	151583127
202603	IMG_0913	151583118	cover
202603	IMG_0905	151583117
202603	IMG_0922	151583108
202603	IMG_0939	151583069
202603	IMG_0699	151583014
202603	IMG_0797	151582995
202603	IMG_0954	151582974
202603	IMG_0787	151582967
202603	IMG_0672	151582960
202603	IMG_0963	151582891
202603	IMG_0731	151582821
202603	IMG_0983	151582651
202603	IMG_0663	151582959
202603	IMG_1075	151581464
202603	IMG_1082	151581410
202603	IMG_1087	151581395
202603	IMG_1137	151581097
202603	IMG_1166	151581016
202603	IMG_0625	151582792
202603	IMG_1205	151463246
202603	white_chafer	150885312
202603	IMG_1174	151581005
202603	IMG_1043	151581963
202603	IMG_1047	151581936
202603	IMG_1080	151581416
202603	IMG_1083	151581405
202603	IMG_1077	151581468
202604	IMG_5531	246955888
202604	IMG_5516	246955852
202604	IMG_5653	246956066
202604	IMG_5654	246956067
202604	IMG_5593	246955986
202604	IMG_5611	246956010
202604	IMG_5555	246955930
202604	IMG_5524	246955868
202604	coreidae	246757968
202604	IMG_5491	246652862
202604	IMG_5645	246956050
202604	IMG_5478	246652844
202604	IMG_5396	246648052
202604	IMG_5521	246955858
202604	IMG_5376	246647852
202604	IMG_5380	246647879
202604	IMG_5358	246647628
202604	IMG_5336	246647517
202604	IMG_5361	246647650
202604	IMG_5324	246647493
202604	IMG_5230	246639075
202604	IMG_5392	246648009
202604	IMG_5215	246639067
202604	IMG_5071	246281485
202604	IMG_5354	246647572
202604	periwinkle	245903526
202604	IMG_5204	246639059
202604	milliped	245903046
202604	whitemoth	245906286
202604	IMG_5251	246639098	cover
202605	IMG_3705	282518133
202605	IMG_3680	282504144
202605	IMG_3616	282480529
202605	meriania	281872454
202605	IMG_3157	280415220
202605	IMG_3130	280415151
202605	IMG_3128	280415147
202605	IMG_3110	280415111
202605	IMG_3575	282480460
202605	IMG_2985	280136468
202605	IMG_2939	280130405
202605	IMG_2888	280110833
202605	IMG_2886	280110829
202605	IMG_3599	282480502		
202605	IMG_2458	270814421
202605	IMG_2333	269662321
202605	IMG_2001	269630979
202605	IMG_1940	262590595
202605	IMG_1921	262590551
202605	IMG_3008	280378987
202605	IMG_1706	261588777
202605	IMG_2826	280106332
202605	IMG_1933	262590580
202605	IMG_1562	261580538	cover
202605	IMG_2323	269662316
202605	IMG_1332	260634820
202605	IMG_0942	259286149
202605	IMG_0899	259283783
202605	IMG_0887	259283776
202605	IMG_1758	261588841
202605	IMG_1735	261588804
202606	PC020040	192817892
202606	PC020004	192817864
202606	PB010115	189639975
202606	PB010074	189639961
202606	PB100036	190557650
202606	PB280036	192455178
202606	PA230143	188665960
202606	PB040113	189947853
202606	PB170129	191258289
202606	PA190014	188119194
202606	PB010100	189639969
202606	PB170072	191258278
202606	PB030393	189826361
202606	PA230136	188665954
202606	PC030008	192913951
202606	PA090375	186971791
202606	PB070119	190300739
202606	PA090343	186971279
202606	PA070005	186504535
202606	PA090259	186971232
202606	PA090044	186969065
202606	PB040018	189947219
202606	sarefo	6868059
202606	PA090031	186969058
202606	PA160250	187767078
202606	PA030251	186031076
202606	PA100017	186973214
202606	PA230170	188665976
202606	PA280131	189217274	cover
202606	PA160269	187767089
202607	IMG_3912	17855546
202607	stack_02	17808336
202607	IMG_1320	17808335
202607	IMG_8259	11635804
202607	20220312	108479020
202607	20190923	33646131
202607	IMG_8644	7807759
202607	IMG_2649	59411353
202607	IMG_0804	8546469
202607	IMG_8652	72866507
